지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
101,2012-01-17,-.2,-3.6,218,7,1555,.33,,,,,0,2.3,340,919,1.5,340,920,.5,430,-4.5,48,1451,73.9,4.4,1011.6,1023,1025,1019.6,1543,1021.5,9.9,3.1,1400,1.31,6.53,,,,,,5.3,4.4,.9,-8,-.8,-1.2,-1.2,-.8,.6,5.3,8.6,14.6,17.5,,1,,
101,2012-01-18,-2.3,-6.8,552,3.9,1601,,,,,,,2.7,340,2118,1.5,360,2122,.5,392,-5.3,52,1550,80.5,4.1,1014,1025.8,1014,1022,1416,1023.9,9.9,3.5,1300,1.39,6.48,,,,,,4.9,1.3,-1.7,-10.8,-1.5,-1.6,-1.1,-.8,.9,5.4,8.5,14.5,17.4,,1,,3.33
101,2012-01-19,2.6,-3.2,142,8.1,1359,.25,,,,,0,7.9,50,1647,4.2,340,1230,2,1726,-3,51,1251,67.8,5,1014.5,1025.3,250,1021.9,1343,1024.3,9.9,1.5,1100,1.25,6.39,,,,,,8.4,4.9,.7,-5.6,-.7,-1.1,-1,-.7,.7,5,8.5,14.5,17.3,,1.3,0,
101,2012-01-20,3.8,.4,2353,7.2,1418,8.67,,,,,0,6.8,90,1447,3.9,90,1453,1.4,1213,-2.1,49,1419,66,5.3,1014.6,1025.4,829,1023,1504,1024.4,9.9,0,1200,.77,4.48,,,,,,9.8,7,1.8,-3.3,.5,-.2,-.6,-.5,.6,5,8.5,14.4,17.3,,1,0,
101,2012-01-21,1.3,-1.3,2351,4.7,1555,4.25,,,,,0,3.5,360,311,2.5,360,314,.6,541,-2,67,1611,78.8,5.3,1012.2,1024,1035,1020.4,1736,1022,10,0,1300,1.03,5,,,,,,9.3,5.1,1.3,-3.5,.5,-.1,-.5,-.5,.8,5,8.4,14.5,17.3,,.6,0,
101,2012-01-22,-4.2,-9.9,2348,-.4,1458,,,,,,,7.3,200,1634,4.4,230,1641,1.8,1578,-16.9,17,1515,39.5,1.8,1013.4,1026.4,2358,1020.8,22,1023.4,10,7.9,1200,1.76,10.37,,,,,,2.3,.6,-1.3,-12.7,-.7,-.6,-.5,-.5,.9,5,8.3,14.4,17.2,,2,,
101,2012-01-23,-9.7,-15.2,759,-4.2,1552,,,,,,,6.4,250,1620,3.5,250,1625,1.5,1289,-21.8,16,1440,40.8,1.1,1016.3,1028,852,1024.3,1455,1026.5,10,8.4,1200,2.09,12.45,,,,,,0,0,-6,-16.4,-3.9,-2.9,-1,-.6,.7,5,8.1,14.3,17.1,,1.5,,
101,2012-01-24,-9.4,-16.5,724,-2.6,1508,.25,,,,,0,6.4,250,1521,3.7,250,1523,1.2,1013,-19.6,18,1451,48,1.3,1014.2,1027.8,227,1021.2,2330,1024.5,10,8.2,1200,2.08,12.22,,,,,,2,2,-6.6,-18.4,-5.9,-5.2,-2.8,-1.3,.5,4.8,8,14.2,17.1,,1.2,.3,
101,2012-01-25,-8.7,-13,2334,-3.8,1545,1.58,,,,,.3,7.8,200,1444,3.7,230,1421,2,1696,-18.9,20,1510,47.1,1.4,1013.7,1027,2342,1021.2,1,1023.9,10.1,8.5,1200,2.08,12.4,.6,135,.6,135,.6,.8,.8,-5.7,-16.6,-4.7,-4.4,-2.8,-1.5,.3,4.7,7.5,14,17.1,,1.8,.5,
101,2012-01-26,-7.2,-14.2,256,.7,1644,6.33,,,,,.7,5.1,200,1730,2.7,180,1820,.8,654,-11.6,40,1639,71.6,2.6,1015.1,1027.3,235,1022.4,1639,1025.3,10.1,2.1,1200,1.45,7.04,1.3,1115,1.3,1115,1.3,6.1,5.5,-6.2,-16.5,-4.8,-4.7,-3.3,-1.8,.5,4.7,7.8,14,17,,1,.2,
101,2012-01-27,-6.3,-11.7,631,.4,1554,5.5,,,,,.4,2.5,320,1602,1.7,340,1610,.5,436,-7.8,72,1534,88.9,3.5,1015.1,1026.2,2352,1023.6,1549,1025.2,10.1,.2,1500,.75,4.42,.8,1330,.8,1330,.8,3.9,3.5,-5.2,-16,-4.4,-4.3,-2.9,-1.6,.5,4.5,7.6,14,17,,.4,.4,
101,2012-01-28,-5.8,-11.9,829,1.8,1543,,,,,,,2.4,290,1204,2,360,1823,.5,437,-12.1,18,1334,67,2.5,1018.2,1030.7,1025,1026.1,1,1028.4,10.2,6.5,1300,1.85,10.04,,,,,,6.6,2.5,-2.7,-14.5,-3.8,-3.7,-2.7,-1.6,.4,4.3,7.5,14,17,,1.3,,7.42
101,2012-01-29,-5.3,-11.4,800,2.8,1513,,,,,,,5.6,270,1645,3.9,250,1654,.9,741,-16.2,12,1619,49.9,1.8,1019.3,1031.2,920,1027.5,1458,1029.4,10.2,8.3,1200,2.05,11.35,,,,,,1.8,0,-1.8,-13.1,-3.6,-3.5,-2.3,-1.4,.5,4.6,7.6,14,17,,1.7,,
101,2012-01-30,-7.6,-15.7,805,.9,1528,,,,,,,7.7,250,1646,4.6,340,1601,1.3,1143,-20.2,12,1436,44.5,1.3,1019.2,1032.4,825,1026.2,1518,1029.4,10.2,8.6,1200,2.16,13.83,,,,,,0,0,-3.3,-18.2,-4.9,-4.7,-3,-1.8,.4,4.5,7.5,14,17,,2.1,,
101,2012-01-31,-7.9,-14.3,619,-2.6,1346,8.58,,,,,5.1,6.8,250,2358,3.9,200,1428,1.1,909,-13.8,28,1220,65.1,2.4,1011.8,1029.1,134,1015.4,1749,1022,10.3,2,1000,1.29,6.3,6.2,2150,6.2,2150,6.2,6.4,4.9,-6.3,-16.5,-5,-4.9,-3.3,-2,.4,4.5,7.5,13.8,17,,.1,5.1,
101,2012-02-01,-12.7,-19.3,737,-5.7,1,,,,,,,7.7,200,1456,4.9,230,1509,2.1,1816,-19.8,34,1325,58.1,1.3,1015,1029.1,2340,1019.2,1,1025.4,10.3,8.7,1200,2.24,13.63,,,6.2,1,,0,0,-4.3,-20.3,-3.4,-3.3,-2.2,-1.5,.2,4,7.5,13.6,17,,1.4,,
101,2012-02-02,-15.2,-23.1,753,-7.1,1600,,,,,,,5,200,1717,2.9,180,1752,1,889,-22.2,30,1504,59.9,1,1020.1,1032.9,1054,1028.9,16,1030.6,10.3,8.7,1200,2.21,12.89,,,5,1,,0,0,-6.4,-26.7,-4.9,-4.5,-2.8,-1.6,.3,4.3,7.3,13.6,17,,1.2,,
101,2012-02-03,-11.9,-21.5,539,-4.2,1504,4.17,,,,,.1,6.4,250,1643,4.3,200,1800,1.5,1278,-19.2,23,1532,59.6,1.4,1016.8,1031.6,1,1023.9,1705,1027.2,10.4,8.5,1300,2.31,13.14,.2,2355,4.2,1,.2,3,2.5,-6.7,-26.9,-5.5,-5.1,-3.4,-1.9,.1,4.2,7.3,13.5,17,,2.1,1.6,
101,2012-02-04,-5.6,-13,829,1.5,1521,6.33,,,,,1.5,6.9,270,1308,4.2,250,1324,1.3,1130,-13.1,24,1238,61.4,2.3,1015.8,1028.3,2249,1023.3,355,1025.9,10.4,8.5,1200,2.26,13.65,2.9,620,6.6,620,2.9,3.4,2,-4.4,-17.2,-3.3,-3.3,-2.4,-1.5,.2,4.2,7.3,13.5,16.9,,1.9,,
101,2012-02-05,-4.3,-9.4,140,3.9,1531,,,,,,,4.3,50,1447,1.7,340,557,.6,497,-12.9,20,1552,55.8,2.3,1015.3,1029.1,215,1021.7,1712,1025.3,10.4,7.9,1200,2.14,12.47,,,3.2,1,,4,.8,-3.9,-10.8,-2.9,-3,-2.2,-1.4,.2,3.7,7,13.5,17,,1.7,,
101,2012-02-06,-2.7,-10,507,5.3,1551,.17,,,,,0,2.4,20,1356,1.5,340,956,.5,441,-8.9,31,1434,65.4,3.2,1007.6,1023.5,110,1013.2,2054,1017.5,10.5,4.3,1200,1.93,10.07,,,1.6,1,,8.3,3.5,-3,-11.5,-2.8,-2.9,-2.2,-1.3,.2,4,7.2,13.5,16.8,,1.6,0,
101,2012-02-07,-6.3,-12.1,2358,1,137,1.08,,,,,0,9.6,250,1558,5.1,230,1555,3.1,2663,-17.6,21,1334,41.5,1.7,1007.8,1023.4,2258,1012.4,226,1017.9,10.5,8.8,1200,2.32,14.39,,,.4,1,,1,1,-3,-13.2,-2.6,-2.4,-1.4,-1,.2,4,7.2,13.5,16.8,,1.9,,
101,2012-02-08,-9.4,-17.8,746,-3.3,1513,,,,,,,8.5,230,1142,5.3,270,1216,1.9,1619,-19.9,20,1546,45.4,1.3,1012.1,1024.2,2356,1019,1439,1022.3,10.5,8.8,1200,2.4,14.9,,,.3,0,,1.1,1.1,-6.9,-18.9,-6.4,-6,-3.7,-2,.1,4,7,13.3,16.8,,1.8,,
101,2012-02-09,-5.6,-13.6,800,-.2,1508,,,,,,,9.2,200,1545,4.9,230,1522,1.9,1626,-15.5,24,1354,48.1,1.9,1015.8,1028.3,856,1023.9,1755,1025.9,10.6,8.4,1100,2.13,13.56,,,,,,3.1,.1,-4.7,-15.8,-4.9,-4.9,-3.5,-2.1,0,4,6.9,13.3,16.8,,2,,
101,2012-02-10,-5.6,-12.7,756,1.3,1404,,,,,,,8.9,250,1404,4.9,250,1413,1.4,1221,-14,31,1459,54.5,2.1,1016.5,1029.1,910,1023.7,1538,1026.6,10.6,6.6,1200,2.2,12.05,,,,,,3.3,1.3,-4.4,-13.6,-4.4,-4.4,-3.1,-2,.1,4,7,13.4,16.9,,1.7,,
101,2012-02-11,-5.7,-14.4,750,1.6,1512,,,,,,,8,200,1422,4.9,230,1707,1.6,1389,-16.1,18,1425,49.6,1.8,1019.4,1031.8,854,1026.9,1430,1029.5,10.6,9.2,1200,2.37,15.55,,,,,,1.3,1.3,-3.7,-17.5,-4.5,-4.5,-3,-2.1,0,4,6.5,13.2,16.9,,2.4,,
101,2012-02-12,-2.5,-10.3,757,5,1528,,,,,,,4,290,1216,2,180,110,.7,628,-12.9,12,1549,52.1,2.4,1020.5,1033.9,826,1027.7,1705,1030.6,10.7,8.8,1200,2.4,15.83,,,,,,3.6,0,-.6,-13.7,-2.5,-2.7,-2.1,-1.6,0,4,7,13,16.6,,2,,
101,2012-02-13,.9,-3.5,737,8.7,1644,,,,,,,3.3,200,1727,2.1,340,927,.7,628,-10.6,16,1216,46.5,2.8,1014.9,1028.7,211,1021.5,1627,1024.7,10.7,6.2,1300,2.17,12,,,,,,5.3,3.8,2.3,-5.8,-.1,-.6,-1,-.9,0,3.7,6.9,13,16.6,,2.2,,
101,2012-02-14,.7,-4.4,414,9.7,1600,,,,,,,5.6,250,1650,3.2,230,1709,.9,738,-7.5,22,1556,58.9,3.5,1011.2,1023.6,50,1017.3,1529,1021,10.8,7,1200,2.22,12.6,,,,,,4.1,0,1.7,-6.1,.3,-.4,-.7,-.7,.1,3.7,6.7,13,16.6,,2.1,,
101,2012-02-15,-1.4,-6.4,746,5.6,1505,,,,,,,6.7,230,1611,4,230,1611,.9,787,-12.1,12,1841,51.4,2.6,1012.5,1024.8,834,1019.6,1458,1022.4,10.8,7.1,1200,2.31,12.89,,,,,,5.3,0,.2,-7.5,-.2,-.5,-.6,-.6,.2,3.8,6.6,13,16.5,,2,,
101,2012-02-16,-3.5,-10.6,752,3.2,1529,,,,,,,9.1,290,1704,5.3,290,1754,2,1701,-17,15,1225,40.1,1.7,1012.7,1025.6,836,1018.6,1624,1022.7,10.8,8.6,1200,2.43,14.97,,,,,,1.6,.6,-.6,-12.3,-1,-1.1,-.7,-.6,.2,3.8,7.1,13,16.5,,2.5,,
101,2012-02-17,-6.9,-12.7,729,-2.4,1623,,,,,,,11.5,290,1434,6.6,290,1440,2.5,2123,-18.8,21,1246,41.5,1.4,1013.5,1026.3,2333,1021.3,1656,1023.6,10.9,8.2,1200,2.53,14.52,,,,,,.8,.8,-4,-14.7,-2.5,-2.2,-1.1,-.7,.2,3.6,7,12.8,16.5,,2,,
101,2012-02-18,-7.8,-14.6,742,-1.8,1448,,,,,,,8.1,250,1558,4.4,230,1416,1.7,1511,-18.6,21,1418,46.6,1.4,1016.6,1028.8,900,1024.5,1555,1026.8,10.9,9.5,1200,2.52,16.17,,,,,,0,0,-3.3,-15.5,-3.8,-3.6,-2.1,-1.2,.2,3.5,6.8,12.8,16.5,,2.2,,
101,2012-02-19,-6.4,-14.9,722,2.5,1536,,,,,,,5.1,230,1745,2.8,230,1746,1.1,919,-17.5,16,1522,47.6,1.6,1017.8,1030.2,833,1025.2,1633,1028,10.9,9.5,1200,2.56,16.75,,,,,,0,0,-2.1,-17.3,-3.4,-3.5,-2.5,-1.5,.2,3.5,6.5,12.9,16.5,,2.1,,
101,2012-02-20,-3.1,-11.7,707,5.3,1548,,,,,,,8.4,250,1340,4.2,230,1619,1.4,1194,-11.7,33,1522,54,2.5,1017.4,1030.6,305,1023.9,1706,1027.5,11,9,1200,2.3,14.26,,,,,,1,1,-1,-13.8,-2.3,-2.6,-2,-1.3,0,3.2,6.5,12.7,16.5,,2.1,,
101,2012-02-21,-2,-7.8,623,4.7,1648,,,,,,,2.2,320,1015,1.4,160,1450,.5,423,-7,42,1536,70.4,3.6,1015.1,1027.7,854,1022.3,1833,1025,11,0,1200,1.21,7.03,,,,,,5.5,0,-2.2,-11.3,-1.5,-1.7,-1.4,-1,0,3.2,6.5,12.7,16.5,,2.5,,
101,2012-02-22,.6,-7.4,710,10.7,1650,,,,,,,3.6,270,1542,1.9,290,2315,.6,517,-6.5,28,1607,63.1,3.8,1008.6,1024.8,147,1012.8,2356,1018.4,11,7.6,1400,2.06,13.15,,,,,,4.9,.8,1.6,-10.9,-.8,-1.4,-1.2,-.9,.1,3.5,6.5,12.7,16.5,,1.8,.1,
101,2012-02-23,3.7,-1.2,2358,9.9,1512,2.58,,,,,.1,7.7,360,1103,5.7,340,1103,1.5,1263,-3.5,31,1537,62.5,4.7,1004.4,1020.3,2356,1010.2,446,1014.1,11.1,6.7,1200,2.3,13.26,,,,,,6.1,3.4,4.2,-5.4,1.4,.2,-.6,-.6,.2,3.5,6.5,12.5,16.5,,2.4,0,
101,2012-02-24,2.5,-3.9,614,7.9,1415,.33,,,,,0,4.3,270,1108,3.2,360,1119,.9,790,-3.4,42,1519,67.8,4.8,1008.7,1022.8,855,1015.3,2127,1018.5,11.1,.1,1200,1.61,8.13,,,,,,7.3,2.9,1.5,-7,.7,0,-.4,-.5,.3,3.5,6.5,12.5,16.5,,1.4,0,
101,2012-02-25,2.4,-2.1,2353,6.7,1420,.67,,,,,0,6,340,935,4.4,340,940,1.6,1417,-5.5,35,1417,57.5,4.1,1007.8,1021.2,2339,1014.8,507,1017.5,11.2,1.3,1300,1.77,9.64,,,,,,8.5,6,3.3,-5.3,1.6,.6,-.3,-.4,.3,3.5,6.4,12.5,16.5,,1.8,0,
101,2012-02-26,-1.4,-5.4,2353,5.2,1537,,,,,,,6.2,230,1702,3.6,230,1711,1.1,918,-11.6,17,1850,49.5,2.6,1012.8,1025.5,2354,1020.2,1524,1022.7,11.2,5.9,1400,2.16,13.24,,,,,,5,1.8,1.4,-8.6,.1,-.3,-.4,-.4,.3,3.5,6.4,12.5,16.5,,2.2,,
101,2012-02-27,-2.3,-10.1,721,6.4,1646,,,,,,,4.2,200,1327,2.6,230,1814,.9,753,-15.7,11,1702,41.5,1.9,1016.5,1029.1,830,1023.5,1641,1026.5,11.2,9.9,1200,2.69,18.18,,,,,,0,0,1.5,-12.2,-.1,-.4,-.4,-.4,.3,3.5,6.2,12.5,16.5,,2.7,,
101,2012-02-28,-1.7,-8.7,610,5.9,1456,,,,,,,3.7,340,810,2.6,320,811,.8,653,-13.1,17,1617,45.5,2.3,1016.1,1028.8,821,1023.4,1627,1026.1,11.3,4.3,1200,1.85,11.36,,,,,,4.9,0,-.5,-10.5,-.4,-.5,-.4,-.4,.3,3.5,6.3,12.5,16.3,,2.1,,
101,2012-02-29,1.9,-7.3,724,12.2,1619,,,,,,,6.1,270,1408,2.9,270,1417,.8,722,-11.9,12,1526,41.4,2.5,1013.7,1026.9,627,1020.1,1632,1023.5,11.3,9.4,1200,2.62,17.2,,,,,,3,0,2.9,-9.5,1,.1,-.3,-.3,.3,3.5,6.3,12.5,16.3,,3,,
101,2012-03-01,6.7,-1.2,709,15.9,1605,,,,,,,6.3,70,2254,3.5,70,2238,1.1,913,-10,8,1602,35.6,3,1009.3,1022.9,820,1014.8,1649,1018.8,11.4,8.4,1200,2.53,16.39,,,,,,6.1,1.8,6.8,-3,3.8,2.5,-.1,-.2,.3,3.3,6.2,12.5,16.3,,4.1,.1,
101,2012-03-02,4.5,2.9,2333,7.5,1,6.25,,,,,.5,7.2,70,2015,4.6,340,1341,2.4,2032,-2.4,39,111,62.4,5.2,1010.7,1024.7,2357,1016.8,357,1020.4,11.4,.7,1600,.93,5.62,,,,,,8.9,6.4,3.1,2.1,2.6,1.9,0,-.3,.4,3.5,6.1,12.5,16.3,,.5,.4,
101,2012-03-03,3.7,-1.1,637,9.5,1502,,,,,,,10.2,50,1944,5.2,90,1818,2.3,1989,-3.4,39,1544,61.5,4.8,1016.9,1029.9,2156,1024.6,3,1026.7,11.5,6.9,1200,2.47,15.42,,,,,,5.5,3.4,4.6,-2.3,3.4,2.6,.2,-.2,.4,3.5,6.1,12.4,16.1,,2.7,,
101,2012-03-04,4.1,-.5,551,9.4,1321,.58,,,,,0,7.6,70,1227,4.4,70,1523,2.4,2049,-2.9,42,1320,61.1,4.9,1015,1029.4,47,1020.4,2359,1024.7,11.5,1.9,1300,1.92,10.05,,,,,,8.4,4.6,3.1,-2.6,2.9,2.2,.3,-.2,.3,3.4,6,12.5,16,,2.3,0,
101,2012-03-05,4.6,2.2,2327,6.8,1407,10.17,,,,,3.5,8.8,50,1546,4.1,50,1651,2.2,1928,-.6,54,1023,70,5.9,1005.1,1020.5,2,1010.4,2327,1014.7,11.5,0,1000,.45,3.03,,,,,,10,6.5,3,1.4,2.6,2.1,.5,-.1,.4,3.5,6,12.5,16,,.2,10,
101,2012-03-06,2.3,.3,730,4.5,1547,17.5,,,,,7.5,9.9,250,1241,5,230,1430,2.1,1784,-.2,68,2000,83.5,6,1001.5,1015.6,2358,1007.7,656,1011.1,11.6,1,1300,1.57,6.66,.2,755,.2,755,.2,9.8,7.6,2.2,-.3,2,1.6,.4,-.1,.4,3.4,6,12.4,16.1,,1,1,
101,2012-03-07,3.3,-1.2,2342,8.3,1503,,,,,,,5.9,200,155,3.5,200,107,1.5,1301,-3.4,38,1628,62.8,4.8,1009.4,1021.5,845,1015.6,1,1019.1,11.6,5.1,1300,2.46,14.28,,,,,,6.1,3.1,3.3,-4.3,3.5,2.9,1,-.1,.5,3.4,6,12,16,,1.7,,
101,2012-03-08,.7,-4.2,636,6.9,1442,,,,,,,6.3,200,1513,3.5,230,1513,1,859,-6.8,26,1407,61.6,3.7,1012.1,1023.7,747,1020.1,1619,1021.9,11.6,3.7,1100,2.06,13.36,,,,,,5.9,0,1.4,-6.7,1.7,1.4,.6,-.1,.4,3.3,5.8,11.9,16,,2,,
